iter	RMSE
259	0.0568502455
260	0.05679277252
261	0.05673388972
262	0.05667493298
263	0.05661259536
264	0.05654872596
265	0.05648689352
266	0.05642921498
267	0.05638157272
268	0.05632952562
269	0.05626464
270	0.05620710425
271	0.05615364874
272	0.05609275759
273	0.05603303844
274	0.0559780796
275	0.05592896269
276	0.05588405222
277	0.05583955655
278	0.05578532414
279	0.05573345429
280	0.05567234108
281	0.05562305825
282	0.0555719653
283	0.05552094183
284	0.05547193891
285	0.05542462919
286	0.05537022982
287	0.05532305557
288	0.05527421093
289	0.05522831525
290	0.05518089789
291	0.05512367119
292	0.0550616506
293	0.05500657015
294	0.05495917868
295	0.05492040347
296	0.05487108103
297	0.05482735025
298	0.05478434341
299	0.05473718373
300	0.05469486512
301	0.05464712649
302	0.05460297298
303	0.05455768902
304	0.05452232612
305	0.05447833493
306	0.0544403762
307	0.05439015891
308	0.05434177033
309	0.05430098446
310	0.0542607137
311	0.05422073996
312	0.05417935988
313	0.05413304387
314	0.0540781127
315	0.0540380423
316	0.05400080853
317	0.05396607735
318	0.05392307229
319	0.05387806608
320	0.05384812017
321	0.05381651575
322	0.05377703173
323	0.05374457271
324	0.05371327473
325	0.05367650484
326	0.05362694842
327	0.05358449892
328	0.05355305406
329	0.05352195062
330	0.05349207451
331	0.05345569063
332	0.05342190338
333	0.05339393193
334	0.05335300395
335	0.05332569134
336	0.05328903428
337	0.0532489979
338	0.05322078974
339	0.05318728232
340	0.05315116511
341	0.05310938876
342	0.0530748099
343	0.05302543193
344	0.05299942907
345	0.05297929323
346	0.05294972343
347	0.05291004491
348	0.05288333391
349	0.05285944895
350	0.05283472266
351	0.05279958016
352	0.05277139319
353	0.0527370178
354	0.05270486184
355	0.05267808313
356	0.05264074323
357	0.05260121352
358	0.05257260909
359	0.05254320047
360	0.05251686471
361	0.05248102156
362	0.05244271476
363	0.05240912576
364	0.0523860688
365	0.05235254805
366	0.05231852002
367	0.05229171943
368	0.05226351935
369	0.05223731103
370	0.05220422674
371	0.05216836776
372	0.05214337211
373	0.05211136888
374	0.05207945645
375	0.05203958759
376	0.05201404986
377	0.0519834661
378	0.05195519382
379	0.05193437289
380	0.0519090947
381	0.0518865313
382	0.05185006424
383	0.05182592036
384	0.05179923494
385	0.05177369832
386	0.05174365205
387	0.0517161585
388	0.05169721008
389	0.05166421248
390	0.05163117287
391	0.05159823707
392	0.05158222857
393	0.05155803751
394	0.05153082459
395	0.05150340316
396	0.05148418089
397	0.05146119992
398	0.05143775014
399	0.05140720314
400	0.05138041699
401	0.05135800387
402	0.05133816672
403	0.05131676297
404	0.05129218309
405	0.05126827231
406	0.05124326375
407	0.05121836573
408	0.05119523393
409	0.05117106446
410	0.05114487494
411	0.05112243939
412	0.05109376776
413	0.05107648963
414	0.05105133526
415	0.05102981194
416	0.0510033004
417	0.05097940193
418	0.05095059027
419	0.05092844867
420	0.05091318696
421	0.05089530825
422	0.0508726093
423	0.05085306481
424	0.0508355146
425	0.05080732219
426	0.05078640536
427	0.0507707922
428	0.05075008634
429	0.05072706788
430	0.0507111829
431	0.0506917355
432	0.05066254875
433	0.05063813527
434	0.05060911936
435	0.0505968448
436	0.05057118681
437	0.05054862077
438	0.05051659532
439	0.05049562094
440	0.05047030317
441	0.05044333657
442	0.05042881469
443	0.05040671386
444	0.0503856048
445	0.0503618256
446	0.05034217422
447	0.05032852705
448	0.0503143708
449	0.05029473549
450	0.05026709207
451	0.05024540449
452	0.05022745574
453	0.05021461489
454	0.05019007194
455	0.05017008019
456	0.05015063431
457	0.05013329398
458	0.05011166901
459	0.05009569633
460	0.05007329699
461	0.05005760562
462	0.05004356043
463	0.05002149249
464	0.05000409913
465	0.04998608068
466	0.04996496219
467	0.04995168311
468	0.04993661483
469	0.04990830876
470	0.04988692692
471	0.04987046113
472	0.04984599135
473	0.04982083974
474	0.04981119572
475	0.04979793428
476	0.04978193062
477	0.04976141747
478	0.04974346852
479	0.04972185599
480	0.04969535352
481	0.04967232271
482	0.04965087985
483	0.04963567684
484	0.0496167786
485	0.0496030667
486	0.0495928927
487	0.04956921744
488	0.04955385316
489	0.04953934366
490	0.04951670701
491	0.04950416271
492	0.04948827963
493	0.04947248376
494	0.04945565459
495	0.0494467376
496	0.04941879382
497	0.04940230418
498	0.04939053573
499	0.04937964096
500	0.04935999699
501	0.04934030655
502	0.04931493248
503	0.04928705488
504	0.04927209406
505	0.0492572542
506	0.04923750212
507	0.04921767786
508	0.04919709763
509	0.04918451649
510	0.04916298314
511	0.04915033987
512	0.04914185002
513	0.04913257791
514	0.04911304885
515	0.04908421633
516	0.04906850284
517	0.04905588579
518	0.04904502875
519	0.04903119124
520	0.04900801314
521	0.04899483569
522	0.04898337291
523	0.04895873322
524	0.04894583744
525	0.04892615608
526	0.04890252274
527	0.04887696062
528	0.04885093693
529	0.04883636829
530	0.04882363168
531	0.0488122355
532	0.04880189868
533	0.04878244262
534	0.0487725885
535	0.04876293003
536	0.0487391401
537	0.04872939366
538	0.04870678987
539	0.0486941583
540	0.04867622979
541	0.04865342219
542	0.04864019444
543	0.04862773137
544	0.04861202486
545	0.04859138513
546	0.04858258186
547	0.04857214111
548	0.04855947809
549	0.04853828423
550	0.04851996106
551	0.04849443252
552	0.04848407338
553	0.04845932336
554	0.04844062108
555	0.04842895769
556	0.04841498221
557	0.04838421511
558	0.04837178561
559	0.04834647464
560	0.04833268153
561	0.04831078063
562	0.04829540803
563	0.04827288011
564	0.04824302169
565	0.04822659845
566	0.04821200661
567	0.04818615976
568	0.04816962773
569	0.04815024552
570	0.04813417786
571	0.04812494169
572	0.0481024382
573	0.04808560923
574	0.04807497943
575	0.04805251648
576	0.04804039004
577	0.04802805647
578	0.04800958613
579	0.04799108491
580	0.04797051739
581	0.0479513891
582	0.04793762504
583	0.04791616305
584	0.04791158026
585	0.04790111517
586	0.04788490766
587	0.04787248921
588	0.04785679664
589	0.04783394301
590	0.04781526733
591	0.04778860778
592	0.04776431466
593	0.04774250976
594	0.04772850822
595	0.04771911994
596	0.04770821683
597	0.04768969101
598	0.04767721623
599	0.0476548958
600	0.0476351509
601	0.04761250233
602	0.04759947048
603	0.04758694285
604	0.04757454037
605	0.0475619185
606	0.04754859748
607	0.04752252248
608	0.04749989742
609	0.04748864943
610	0.04747755223
611	0.04746618909
612	0.04744739836
613	0.04744053422
614	0.04742106571
615	0.04740121908
616	0.04738910843
617	0.04736708298
618	0.04735747343
619	0.0473423189
620	0.04733268131
621	0.04731153589
622	0.04729453881
623	0.04727614558
624	0.04726802494
625	0.04724965842
626	0.04723655121
627	0.0472283298
628	0.04721986538
629	0.04720899004
630	0.04718894514
631	0.04718021039
632	0.04715951652
633	0.04714912718
634	0.04713411791
635	0.04712565725
636	0.04711407123
637	0.04710345103
638	0.04708402188
639	0.04707194591
640	0.04705988769
641	0.04704446182
642	0.0470246918
643	0.04701682824
644	0.04699748249
645	0.04697391812
646	0.04696456065
647	0.04695739246
648	0.04693852451
649	0.04692078962
650	0.04690727571
651	0.0468890309
652	0.04687896789
653	0.04685446722
654	0.04684131347
655	0.04682519561
656	0.04681552697
657	0.04679508734
658	0.04678645935
659	0.04677502462
660	0.04676371546
661	0.04674771519
662	0.04673812618
663	0.0467258648
664	0.04671402758
665	0.04669376125
666	0.04668213162
667	0.04666516855
668	0.04665499339
669	0.04664142329
670	0.04662801393
671	0.04661506769
672	0.04660018108
673	0.04658291973
674	0.04656101797
675	0.04653631144
676	0.046510381
677	0.04649144252
678	0.04648476544
679	0.04647670912
680	0.04646071405
681	0.04644312758
682	0.04643121293
683	0.04641702341
684	0.0464065002
685	0.04639229227
686	0.04637890354
687	0.046370137
688	0.0463443768
689	0.04632698745
690	0.04632193875
691	0.04629967614
692	0.04628003493
693	0.04626090842
694	0.04625116849
695	0.04624118573
696	0.04621829211
697	0.04620924797
698	0.0462004345
699	0.04618657635
700	0.04616862601
701	0.04616020673
702	0.04614626868
703	0.04613205968
704	0.04612347799
705	0.04610805983
706	0.04608797179
707	0.04606653463
708	0.04606093029
709	0.04604733382
710	0.04602879155
711	0.04601003423
712	0.04599487511
713	0.04597909429
714	0.04596456044
715	0.04594123876
716	0.04593163334
717	0.04591719167
718	0.04590842743
719	0.04589413507
720	0.04587706572
721	0.04586578525
722	0.04585414644
723	0.04583784741
724	0.04582439852
725	0.04580504339
726	0.04579327336
727	0.04578022115
728	0.04577255944
729	0.04574928108
730	0.04573243792
731	0.04572030081
732	0.04570486102
733	0.04569567756
734	0.0456830307
735	0.0456660921
736	0.04565168905
737	0.04562993874
738	0.04560783124
739	0.04560091935
740	0.04557985046
741	0.0455732041
742	0.04555453709
743	0.04554007004
744	0.04552574655
745	0.04550508634
746	0.0454907301
747	0.04547056044
748	0.04545531229
749	0.04544485851
